,Unnamed: 0,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target,cleaned
78,316,1.16E+18,1.16E+18,8/15/2019,wendykazmi_,Never in my life have i ever been included. Then when I had my daughter i still never got included on my own 24.7 and now I have 2 kids still it happens to me.    pic.twitter.com/Bt9J2yE4Zz,"['#shitlife', '#depressed', '#alwaysalone']",Never in my life have i ever been included. Then when I had my daughter i still never got included on my own 24.7 and now I have 2 kids still it happens to me. #shitlife #depressed #alwaysalone pic.twitter.com/Bt9J2yE4Zz,1,Never in my life have i ever been included. Then when I had my daughter i still never got included on my own 24.7 and now I have 2 kids still it happens to me. 
79,319,1.16E+18,1.16E+18,8/15/2019,ficusmdd,i'd kill myself if it was that easy,"['#depressed', '#suicide']",i'd kill myself if it was that easy #depressed #suicide,1,i'd kill myself if it was that easy
80,322,1.16E+18,1.16E+18,8/15/2019,madboixd,"today I died to a mech in fortnite I'm  and , going to blAcK ouT my profile picture smh my head","['#sad', '#depressed']","today I died to a mech in fortnite I'm #sad and #depressed, going to blAcK ouT my profile picture smh my head",0,"today I died to a mech in fortnite I'm  and , going to blAcK ouT my profile picture smh my head"
81,330,1.16E+18,1.16E+18,8/15/2019,lowerdepression," people may be preoccupied with thoughts of worthlessness, inappropriate guilt, helplessness, hopelessness, and self-hatred.",['#depressed'],"#Depressed people may be preoccupied with thoughts of worthlessness, inappropriate guilt, helplessness, hopelessness, and self-hatred.",0," people may be preoccupied with thoughts of worthlessness, inappropriate guilt, helplessness, hopelessness, and self-hatred."
82,331,1.16E+18,1.16E+18,8/15/2019,airunkilav,"I'm having a good day today, might have a terrible one tomorrow, but I just want to remember that at least I had a good day. It's so easy to forget  ","['#depressed', '#lonely']","I'm having a good day today, might have a terrible one tomorrow, but I just want to remember that at least I had a good day. It's so easy to forget #depressed #lonely",1,"I'm having a good day today, might have a terrible one tomorrow, but I just want to remember that at least I had a good day. It's so easy to forget  "
83,332,1.16E+18,1.16E+18,8/15/2019,airunkilav,I think depression and grief and anxiety and so many mental illnesses really are like the ocean. Sometimes it's a great day for swimming and sometimes the waves are knocking you flat. It never fully gets better. But try to hang on to the good days guys. I will too,['#depressed'],I think depression and grief and anxiety and so many mental illnesses really are like the ocean. Sometimes it's a great day for swimming and sometimes the waves are knocking you flat. It never fully gets better. But try to hang on to the good days guys. I will too #depressed,0,I think depression and grief and anxiety and so many mental illnesses really are like the ocean. Sometimes it's a great day for swimming and sometimes the waves are knocking you flat. It never fully gets better. But try to hang on to the good days guys. I will too
84,334,1.16E+18,1.16E+18,8/15/2019,imtiagocruz,Having depression is just like hell!!! Omg    pic.twitter.com/AeMNWwFdg8,"['#depression', '#depressed']",Having depression is just like hell!!! Omg #depression #depressed  pic.twitter.com/AeMNWwFdg8,1,Having depression is just like hell! Omg 
85,338,1.16E+18,1.16E+18,8/15/2019,agnetafaltskog,"oh no  Bennys my love, my life came on shuffle and Im   pic.twitter.com/gg7pWVFvat",['#depressed'],"oh no  Bennys my love, my life came on shuffle and Im #depressed  pic.twitter.com/gg7pWVFvat",0,"oh no  Bennys my love, my life came on shuffle and Im "
86,342,1.16E+18,1.16E+18,8/15/2019,airunkilav,"I feel like I broke myself. I feel fractured and tired and I can't stop blaming myself like a broken record. I'm finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this   ","['#depressed', '#lonely', '#hopeful']","I feel like I broke myself. I feel fractured and tired and I can't stop blaming myself like a broken record. I'm finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this #depressed #lonely #hopeful",1,"I feel like I broke myself. I feel fractured and tired and I can't stop blaming myself like a broken record. I'm finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this "
87,343,1.16E+18,1.16E+18,8/15/2019,airunkilav,Thank you everyone for your support. I've been struggling with a lot and you've really helped me feel a bit more human and a bit less alone. I hope you guys are feeling less alone too,"['#lonely', '#depressed']",Thank you everyone for your support. I've been struggling with a lot and you've really helped me feel a bit more human and a bit less alone. I hope you guys are feeling less alone too #lonely #depressed,1,Thank you everyone for your support. I've been struggling with a lot and you've really helped me feel a bit more human and a bit less alone. I hope you guys are feeling less alone too
88,353,1.16E+18,1.16E+18,8/15/2019,fuckedupfranc,I am not even a nobody to anyone,"['#depressed', '#worthless']",I am not even a nobody to anyone  #depressed #worthless,1,I am not even a nobody to anyone
89,354,1.16E+18,1.16E+18,8/15/2019,raputyd,You wanna know what is sad? Having a broken family while dealing with a broken heart.,['#depressed'],You wanna what is sad? Having a broken family while dealing with a broken heart. #Depressed,1,You wanna know what is sad? Having a broken family while dealing with a broken heart.
90,358,1.16E+18,1.16E+18,8/15/2019,joshuajosher,"Well, I just had the most depressing dream. It was when I finally found a beautiful girl to call my own, and we had a long, lovely kiss. ??  Only to discover.........it was only a dream. ??  Thank you, dream, for messing me up inside with a LIE!   ","['#depressed', '#alone']","Well, I just had the most depressing dream. It was when I finally found a beautiful girl to call my own, and we had a long, lovely kiss. ??  Only to discover.........it was only a dream. ??  Thank you, dream, for messing me up inside with a LIE!  #depressed #alone",1,"Well, I just had the most depressing dream. It was when I finally found a beautiful girl to call my own, and we had a long, lovely kiss. ??  Only to discover.it was only a dream. ??  Thank you, dream, for messing me up inside with a LIE! "
91,363,1.16E+18,1.16E+18,8/15/2019,wenefrida6,"This morning I have got my anxiety, and it was so fucking sickkkk bro   pic.twitter.com/tOEuxQLIad",['#depressed'],"This morning I've got my anxiety, and it was so fucking sickkkk bro #depressed  pic.twitter.com/tOEuxQLIad",1,"This morning I have got my anxiety, and it was so fucking sick bro "
92,366,1.16E+18,1.16E+18,8/15/2019,captn_amerika,Ya girl was really excited to sign up for informed delivery through USPS so I could see what fun stuff was coming in the mail... plot twist its all just bills,"['#sad', '#depressed', '#poor']",Ya girl was really excited to sign up for informed delivery through USPS so I could see what fun stuff was coming in the mail... plot twist its all just bills #sad #depressed #poor,0,Ya girl was really excited to sign up for informed delivery through USPS so I could see what fun stuff was coming in the mail. plot twist its all just bills
93,376,1.16E+18,1.16E+18,8/15/2019,hopelessnerd,"I hate Twitter. Anyone  or  today, here are my . pic.twitter.com/q6kKhO7MCR","['#annoyed', '#depressed', '#kittens']","I hate Twitter. Anyone #annoyed or #depressed today, here are my #kittens. pic.twitter.com/q6kKhO7MCR",0,"I hate Twitter. Anyone  or  today, here are my . "
94,386,1.16E+18,1.16E+18,8/15/2019,welcomedepress3,Dear Life: Please be gently to me.,"['#depressed', '#depresion']",Dear Life: Please be gently to me.  #depressed #Depresion,1,Dear Life: Please be gently to me.
95,395,1.16E+18,1.16E+18,8/15/2019,brok3nhe4rted,"I almost died when i was a baby because i was in the womb for an additional month, i went  while in the womb and it burned my skin, went in my mouth and i stewed in it for a while. I had to be rushed to NICU and they put tubes in me. Sometimes i wish i didnt make it ",['#depressed'],"I almost died when i was a baby because i was in the womb for an additional month, i went #2 while in the womb and it burned my skin, went in my mouth and i stewed in it for a while. I had to be rushed to NICU and they put tubes in me. Sometimes i wish i didnt make it #depressed",1,"I almost died when i was a baby because i was in the womb for an additional month, i went  while in the womb and it burned my skin, went in my mouth and i stewed in it for a while. I had to be rushed to NICU and they put tubes in me. Sometimes i wish i didnt make it "
96,398,1.16E+18,1.16E+18,8/15/2019,ccdp32944820,Why is it when girls got broken they cut their hair?   depression always got me here i ??,"['#broken', '#stress', '#depressed']",Why is it when girls got broken they cut their hair? Kawawa nman hair namin pag nasasaktan kami. Hays. #broken #stress #depressed depression always got me here i ??,1,Why is it when girls got broken they cut their hair? depression always got me here i ??
97,401,1.16E+18,1.16E+18,8/15/2019,chris_gilpin03,Not felling the best right now... Life and anxiety is getting the best of me??,"['#depressed', '#depression']",Not felling the best right now... Life and anxiety is getting the best of me?? #depressed #depression,1,Not felling the best right now. Life and anxiety is getting the best of me??
98,411,1.16E+18,1.16E+18,8/15/2019,3decendants,I hate having/being crushes/in love ugh,"['#crush', '#love', '#depressed']",I hate having/being crushes/in love ugh #crush #love #depressed,1,I hate having/being crushes/in love ugh
99,412,1.16E+18,1.16E+18,8/15/2019,midnightthinki4,I'm gonna see you one last time,"['#life_happens', '#depressed', '#him']",I'm gonna see you one last time #life_happens #depressed #him,1,I'm gonna see you one last time
100,414,1.16E+18,1.16E+18,8/15/2019,cannonfyre12," good evening all! I have had a most interesting and life - defining day. How about the rest of you? Feeling well, bad, middling, over the top, or what? I'm  but trudging through its muddy presence with all my might!","['#ptsdchat', '#depressed']","#PTSDChat good evening all! I have had a most interesting and life - defining day. How about the rest of you? Feeling well, bad, middling, over the top, or what? I'm #depressed but trudging through its muddy presence with all my might!",0," good evening all! I have had a most interesting and life - defining day. How about the rest of you? Feeling well, bad, middling, over the top, or what? I'm  but trudging through its muddy presence with all my might!"
